,SYMBOL
1102,LIBERTSHOE
1103,PFIZER
1104,DICIND
1105,MRF
1106,BPCL
1107,CEATLTD
1108,WATERBASE
1109,MARATHON
1110,BCP
1111,KNRCON
1112,PFS
1113,PPAP
1114,ORIENTLTD
1115,KOTAKBANK
1116,PODDARHOUS
1117,EXCELINDUS
1118,STERTOOLS
1119,RALLIS
1120,BALAJITELE
1121,LUPIN
1122,CADILAHC
1123,UJAAS
1124,TEXRAIL
1125,SELAN
1126,KELLTONTEC
1127,APOLLO
1128,ESTER
1129,ALANKIT
1130,ITI
1131,SEYAIND
1132,HDFCAMC
1133,ALOKINDS
1134,VARROC
1135,GLENMARK
1136,VSTIND
1137,PILANIINVS
1138,AARTISURF
1139,ZEELEARN
1140,M&MFIN
1141,MUNJALSHOW
1142,EXIDEIND
1143,BRNL
1144,MAHEPC
1145,VAKRANGEE
1146,NATCOPHARM
1147,MANAPPURAM
1148,PETRONET
1149,PLASTIBLEN
1150,HEROMOTOCO
1151,ROSSELLIND
1152,L&TFH
1153,COROMANDEL
1154,WOCKPHARMA
1155,MUTHOOTCAP
1156,GPPL
1157,GFLLIMITED
1158,DCBBANK
1159,WELINV
1160,PEARLPOLY
1161,SATIA
1162,JMFINANCIL
1163,NORBTEAEXP
1164,MUNJALAU
1165,BBTC
1166,RBLBANK
1167,CAPACITE
1168,CAREERP
1169,INDOSTAR
1170,SWANENERGY
1171,NATHBIOGEN
1172,IPCALAB
1173,MGL
1174,GULFOILLUB
1175,JCHAC
1176,ORISSAMINE
1177,ALEMBICLTD
1178,SHRADHA
1179,YESBANK
1180,FCONSUMER
1181,KPRMILL
1182,BALAXI
1183,ADVENZYMES
1184,KRBL
1185,KIRIINDUS
1186,GULFPETRO
1187,JAYBARMARU
1188,MAHASTEEL
1189,EPL
1190,PILITA
1191,GRANULES
1192,RAMCOSYS
1193,BANDHANBNK
1194,MTEDUCARE
1195,MANGALAM
1196,EROSMEDIA
1197,BASML
1198,CUB
1199,MITTAL
1200,MARKSANS
1201,BAJAJCON
1202,FMGOETZE
1203,GEPIL
1204,AEGISCHEM
1205,AARTIIND
1206,ASTRAZEN
1207,HUHTAMAKI
1208,APLLTD
1209,FEL
1210,PGHL
1211,THEINVEST
1212,FELDVR
1213,GAYAPROJ
1214,ALKYLAMINE
1215,CHEMCON
1216,SOLARA
1217,VIKASPROP
1218,WALCHANNAG
1219,ICEMAKE
1220,DFMFOODS
1221,MAHLIFE
1222,SANCO
1223,FDC
1224,MASFIN
1225,LIBAS
1226,CREDITACC
1227,AUROPHARMA
1228,LASA
1229,NXTDIGITAL
1230,SNOWMAN
1231,UNICHEMLAB
1232,SADBHIN
1233,RESPONIND
1234,FSC
1235,FRETAIL
1236,PANACEABIO
1237,VISHAL
1238,AMARAJABAT
1239,VIKASWSP
1240,KEERTI
1241,SADBHAV
1242,AARTIDRUGS
1243,BLISSGVS
1244,HATHWAY
1245,DHANI
1246,STAR
1247,IRCON
1248,AKASH
1249,FLFL
1250,JUMPNET
1251,VERTOZ
1252,INFIBEAM
1253,DIXON
1254,FMNL
1255,APLAPOLLO
1256,UJJIVANSFB
1257,SRF
